SearchTerm,Journal,Authors,Authors2,Title,Journal2,Abstract,ORCIDS,ISSN,Publication Year,DOI,KeepTitle,KeepAbstract,KeepFullPaper,ModelCategory,Model,Occurrence/Abundance,Datasource,SamplingMethod,PositiveSiteCt,SiteNotes,Lifestage,Location,Scale,Genera,Species,Environmental_Dataset,Temperature,ExplanatoryFactors,MostImportantVariable,Collinearirt,FutureClimProjection,Notes
AEDES SPECIES DISTRIBUTION MODEL,J,"Fruh, L; Kampen, H; Kerkow, A; Schaub, GA; Walther, D; Wieland, R","Frueh, Linus; Kampen, Helge; Kerkow, Antje; Schaub, Guenter A.; Walther, Doreen; Wieland, Ralf",Modelling the potential distribution of an invasive mosquito species: comparative evaluation of four machine learning methods and their combinations,ECOLOGICAL MODELLING,"We tested four machine learning methods for their performance in the classification of mosquito species occurrence related to weather variables: support vector machine, random forest, logistic regression and decision tree. The objective was to find a method which showed the most accurate model for the prediction of the potential geographical distribution of Aedes japonicus japonicus, an invasive mosquito species in Germany. The evaluation of the model trainings was conducted using derivations of a confusion matrix. Furthermore, we introduced two quality indices, 'selectivity' and 'exactness', for the evaluation of the spatial simulation, visualised through the Hasse diagram technique. From the evaluation results we can conclude that a specific combination of two to three models performs better in predicting the potential distribution of the mosquito species than a single model or the random combination of models.","Wieland, Ralf/0000-0002-2278-610X; Fruh, Linus/0000-0001-7756-2931",0304-3800,2018,10.1016/j.ecolmodel.2018.08.011,Yes,yes,yes,Mixed,"support vector machine, random forest, logistic regression and decision tree",Occurrence,"Culbase database, other databases",na,2988 training,2011-2014 records for training; 2015 for testing,not specified,Germany,National,Aedes,Ae. japonicus,Deutscher Wetterdienst (C),"Mean temperature in September, October, December, March, April, May","mean precipitation in February, April, Jun; mean temperature in September, October, December; mean temperature in March, April, May; drough index in September, October, November",not discussed,no discussion of collinearity,no,
AEDES SPECIES DISTRIBUTION MODEL,J,"Sherpa, S; Gueguen, M; Renaud, J; Blum, MGB; Gaude, T; Laporte, F; Akiner, M; Alten, B; Aranda, C; Barre-Cardi, H; Bellini, R; Bengoa Paulis, M; Chen, XG; Eritja, R; Flacio, E; Foxi, C; Ishak, IH; Kalan, K; Kasai, S; Montarsi, F; Pajovic, I; Petric, D; Termine, R; Turic, N; Vazquez-Prokopec, GM; Velo, E; Vignjevic, G; Zhou, XH; Despres, L","Sherpa, Stephanie; Gueguen, Maya; Renaud, Julien; Blum, Michael G. B.; Gaude, Thierry; Laporte, Frederic; Akiner, Mustafa; Alten, Bulent; Aranda, Carles; Barre-Cardi, Helene; Bellini, Romeo; Bengoa Paulis, Mikel; Chen, Xiao-Guang; Eritja, Roger; Flacio, Eleonora; Foxi, Cipriano; Ishak, Intan H.; Kalan, Katja; Kasai, Shinji; Montarsi, Fabrizio; Pajovic, Igor; Petric, Dusan; Termine, Rosa; Turic, Natasa; Vazquez-Prokopec, Gonzalo M.; Velo, Enkelejda; Vignjevic, Goran; Zhou, Xiaohong; Despres, Laurence",Predicting the success of an invader: Niche shift versus niche conservatism,ECOLOGY AND EVOLUTION,"Invasive species can encounter environments different from their source populations, which may trigger rapid adaptive changes after introduction (niche shift hypothesis). To test this hypothesis, we investigated whether postintroduction evolution is correlated with contrasting environmental conditions between the European invasive and source ranges in the Asian tiger mosquito Aedes albopictus. The comparison of environmental niches occupied in European and source population ranges revealed more than 96% overlap between invasive and source niches, supporting niche conservatism. However, we found evidence for postintroduction genetic evolution by reanalyzing a published ddRADseq genomic dataset from 90 European invasive populations using genotype-environment association (GEA) methods and generalized dissimilarity modeling (GDM). Three loci, among which a putative heat-shock protein, exhibited significant allelic turnover along the gradient of winter precipitation that could be associated with ongoing range expansion. Wing morphometric traits weakly correlated with environmental gradients within Europe, but wing size differed between invasive and source populations located in different climatic areas. Niche similarities between source and invasive ranges might have facilitated the establishment of populations. Nonetheless, we found evidence for environmental-induced adaptive changes after introduction. The ability to rapidly evolve observed in invasive populations (genetic shift) together with a large proportion of unfilled potential suitable areas (80%) pave the way to further spread of Ae. albopictus in Europe.","Pajovic, Igor/0000-0001-8574-2094",2045-7758,2019,10.1002/ece3.5734,Yes,yes,yes,Mixed,"GLM, BRT, MARS, RF, GAM",Occurrence,Global Biodiversity Information Facility,na,5270,,not specified,Europe,Regional,Aedes,Aedes albopictus,"CHELSA (C), CGIAR-CSI (C), NASA Socioeconomic Data and Application Center (LC, POP)","CHELSA 19 bioclimatic variables, monthly mean, min, max temperature","CHELSA 19 bioclimatic variables, monthly mean, min, max temperature; mean monthly precipitation, global aridity index, net primary productivity, human footprint","human footprint, minimum temperature of the coldest month",correlation coefficient < 0.5,no,
AEDES SPECIES DISTRIBUTION MODEL,J,"Uusitalo, R; Siljander, M; Culverwell, CL; Mutai, NC; Forbes, KM; Vapalahti, O; Pellikka, PKE","Uusitalo, Ruut; Siljander, Mika; Culverwell, C. Lorna; Mutai, Noah C.; Forbes, Kristian M.; Vapalahti, Olli; Pellikka, Petri K. E.","Predictive mapping of mosquito distribution based on environmental and anthropogenic factors in Taita Hills, Kenya",INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,"Mosquitoes are vectors for numerous pathogens, which are collectively responsible for millions of human deaths each year. As such, it is vital to be able to accurately predict their distributions, particularly in areas where species composition is unknown. Species distribution modeling was used to determine the relationship between environmental, anthropogenic and distance factors on the occurrence of two mosquito genera, Culex Linnaeus and Stegomyia Theobald (syn. Aedes), in the Taita Hills, southeastern Kenya. This study aims to test whether any of the statistical prediction models produced by the Biomod2 package in R can reliably estimate the distributions of mosquitoes in these genera in the Taita Hills; and to examine which factors best explain their presence. Mosquito collections were acquired from 122 locations between January-March 2016 along transects throughout the Taita Hills. Environmental-, anthropogenic- and distance-based geospatial data were acquired from the Taita Hills geo-database, satellite- and aerial imagery and processed in GIS software. The Biomod2 package in R, intended for ensemble forecasting of species distributions, was used to generate predictive models. Slope, human population density, normalized difference vegetation index, distance to roads and elevation best estimated Culex distributions by a generalized additive model with an area under the curve (AUC) value of 0.791. Mean radiation, human population density, normalized difference vegetation index, distance to roads and mean temperature resulted in the highest AUC (0.708) value in a random forest model for Stegomyia distributions. We conclude that in the process towards more detailed species-level maps, with our study results, general assumptions can be made about the distribution areas of Culex and Stegomyia mosquitoes in the Taita Hills and the factors which influence their distribution.","Uusitalo, Ruut/0000-0003-4170-8809; Vapalahti, Olli/0000-0003-2270-6824; Mutai, Noah/0000-0001-9677-223X",0303-2434,2019,10.1016/j.jag.2018.11.004,Yes,yes,yes,Mixed,"GLM, GAM, Classification tree analysis, artificial neural networks, multivariate adaptive regression splines, general boosting method, random forest, and Maxent",Occurrence,Adult and larval sampling,"Prokopacks, CDC miniature light traps, dippers, fine mesh nets, turkey basters",107,,"eggs, pupae, larvae, and adults",Kenya,Sub-national,Multiple,Culex Linnaeus and Stegomyia Theobald (syn. Aedes,"airborne laser scanning (ALS) data (POP), Survey of Kenya (LC, T), Kenya Meteorological Department (C), data logger observations (C), Sentinel-2 satellite (LC)",,"Distance to houses, elevation, distance to roads, mean precipitation, mean radiation, mean relative humidity, mean temperature, slope, human population density, NDVI","mean radiation, NDVI, human population density, distance to roads, mean temperature most important for Stegomyia; slope, population density, NDVI, distance to roads, and elevation",,no,
AEDES SPECIES DISTRIBUTION MODEL,J,"Ibanez-Justicia, A; Alcaraz-Hernandez, JD; van Lammeren, R; Koenraadt, CJM; Bergsma, A; Delucchi, L; Rizzoli, A; Takken, W","Ibanez-Justicia, Adolfo; Alcaraz-Hernandez, Juan Diego; van Lammeren, Ron; Koenraadt, Constantianus J. M.; Bergsma, Aldo; Delucchi, Luca; Rizzoli, Annapaola; Takken, Willem",Habitat suitability modelling to assess the introductions of Aedes albopictus (Diptera: Culicidae) in the Netherlands,PARASITES & VECTORS,"Background In the Netherlands, Aedes albopictus has been found each year since 2010 during routine exotic mosquito species surveillance at companies that import used tires. We developed habitat suitability models to investigate the potential risk of establishment and spread of this invasive species at these locations. Methods We used two methodologies: first, a species distribution model based on the maximum entropy modelling approach (MaxEnt) taking into consideration updated occurrence data of the species in Europe, and secondly, a spatial logic conditional model based on the temperature requirements of the species and using land surface temperature data (LST model). Results Suitability assessment obtained with the MaxEnt model at European level accurately reflect the current distribution of the species and these results also depict moderately low values in parts of the Netherlands, Belgium, Denmark, the British islands and southern parts of Scandinavia. Winter temperature was the variable that contributed most to the performance of the model (47.3%). The results of the LST model showed that: (i) coastal areas are suitable for overwintering of eggs; (ii) large areas in the northern part of the country have a low suitability for adult survival; and (iii) the entire country is suitable for successful completion of the life-cycle if the species is introduced after the winter months. Results of the LST model revealed that temperatures in 2012 and 2014 did not limit the overwintering of eggs or survival of adults at the locations where the species was found. By contrast, for the years 2010, 2011 and 2013, overwintering of eggs at these locations is considered unlikely. Conclusions Results using two modelling methodologies show differences in predicted habitat suitability values. Based on the results of both models, the climatic conditions could hamper the successful overwintering of eggs of Ae. albopictus and their survival as adults in many areas of the country. However, during warm years with mild winters, many areas of the Netherlands offer climatic conditions suitable for developing populations. Regular updates of the models, using updated occurrence and climatic data, are recommended to study the areas at risk.",,1756-3305,2020,10.1186/s13071-020-04077-3,Yes,yes,yes,Mixed,maxent and spatial logical conditions,Occurrence,"literature review, Cunze, Kramer, Koch",not specified,426,,not specified,Netherlands,National,Aedes,ae albopictus,"WorldClim (C), MODIS (C)",bioclim and modis LST,"Bioclim mean diurnal range, bio7 temperature annual range, mean temperature of wettest quarter, mean temperature of coldest quarter, annual precipitation, modis LST","mean temperature of coldest quarter, mean temperature of wettest quarter, annual precipitation, temperature annual range, mean diurnal range",correlation coefficient > 0.80 and VIF,no,
AEDES SPECIES DISTRIBUTION MODEL,J,"Sherpa, S; Renaud, J; Gueguen, M; Besnard, G; Mouyon, L; Rey, D; Despres, L","Sherpa, Stephanie; Renaud, Julien; Gueguen, Maya; Besnard, Gilles; Mouyon, Loic; Rey, Delphine; Despres, Laurence",Landscape does matter: Disentangling founder effects from natural and human-aided post-introduction dispersal during an ongoing biological invasion,JOURNAL OF ANIMAL ECOLOGY,"Environmental features impacting the spread of invasive species after introduction can be assessed using population genetic structure as a quantitative estimation of effective dispersal at the landscape scale. However, in the case of an ongoing biological invasion, deciphering whether genetic structure represents landscape connectivity or founder effects is particularly challenging. We examined the modes of dispersal (natural and human-aided) and the factors (landscape or founders history) shaping genetic structure in range edge invasive populations of the Asian tiger mosquito,Aedes albopictus, in the region of Grenoble (Southeast France). Based on detailed occupancy-detection data and environmental variables (climatic, topographic and land-cover), we modelledA. albopictuspotential suitable area and its expansion history since first introduction. The relative role of dispersal modes was estimated using biological dispersal capabilities and landscape genetics approaches using genome-wide SNP dataset. We demonstrate that both natural and human-aided dispersal have promoted the expansion of populations. Populations in diffuse urban areas, representing highly suitable habitat forA. albopictus, tend to disperse less, while roads facilitate long-distance dispersal. Yet, demographic bottlenecks during introduction played a major role in shaping the genetic variability of these range edge populations. The present study is one of the few investigating the role of founder effects and ongoing expansion processes in shaping spatial patterns of genetic variation in an invasive species at the landscape scale. The combination of several dispersal modes and large proportions of continuous suitable habitats forA. albopictuspromoted range filling of almost its entire potential distribution in the region of Grenoble only few years after introduction.","Despres, Laurence/0000-0002-0660-6260; Sherpa, Stephanie/0000-0001-9958-0073",0021-8790,2020,10.1111/1365-2656.13284,Yes,yes,yes,Mixed,"GLM, GAM, GBM, MARS, RF",occurrence,ovitraps and surveillance,ovitraps and other sampling,1385 occurrences,,not specified,France,Sub-national,Aedes,Ae. albopictus,"Landsat 8/Sentinel-2 (LC), BD TOPO/BD ALTI (T), CHELSA (C)",mean annual temperature,"Land cover classes (LandSat 8 and Sentinel 2), Road network, digital elevation model",diffuse urban areas,,no,
MOSQUITO SPECIES DISTRIBUTION MODEL,J,"M. E. Sinka; S. Pironon; N. C. Massey, J. Longbottom; J. Hemingway; C. L. Moyes; K. J. Willis",,A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"In 2012, an unusual outbreak of urban malaria was reported from Djibouti City in the Horn of Africa and increasingly severe outbreaks have been reported annually ever since. Subsequent investigations discovered the presence of an Asian mosquito species; Anopheles stephensi, a species known to thrive in urban environments. Since that first report, An. stephensi has been identified in Ethiopia and Sudan, and this worrying development has prompted the World Health Organization (WHO) to publish a vector alert calling for active mosquito surveillance in the region. Using an up-to-date database of published locational records for An. stephensi across its full range (Asia, Arabian Peninsula, Horn of Africa) and a set of spatial models that identify the environmental conditions that characterize a species’ preferred habitat, we provide evidence-based maps predicting the possible locations across Africa where An. stephensi could establish if allowed to spread unchecked. Unsurprisingly, due to this species’ close association with man-made habitats, our maps predict a high probability of presence within many urban cities across Africa where our estimates suggest that over 126 million people reside. Our results strongly support the WHO’s call for surveillance and targeted vector control and provide a basis for the prioritization of surveillance.","M. E. Sinka/0000-0001-7145-3179, S. Pironon/0000-0002-8937-7626, N. C. Massey, J. Longbottom/0000-0002-4151-9031, J. Hemingway/0000-0002-3200-7173, C. L. Moyes/0000-0002-8028-4079, and K. J. Willis",1091-6490,2020,10.1073/pnas.2003976117,yes,yes,Yes,Mixed,"Maxent, Random Forest, Generalised Boosted Models, Generalised Additive Models and Multiple Adaptive Regression Splines",Occurrence,Humbug database,na,343,,not specified,"Asia, Arabian Peninsula, Horn of Africa",Regional,Anopheles,Anopheles stephensi,"MODIS (LC, C), CHIRPS (C), WorldPop (POP), FAO Global Map of Irrigated Areas (LC)",Annuclim,"Annual mean temperature, Human population Density, Enhanced Vegetation Index, Precipitation Seasonality, Tasselled Cap Wetness, Irrigation, Cropland Natural Vegetation Mosiac.","Annual mean temperature, human population density",,no,
MOSQUITO SPECIES DISTRIBUTION MODEL,J,Dejene W. Sintayehu; N. Tassie; W. F. de Boer,,Present and future climatic suitability for dengue fever in Africa,INFECTION ECOLOGY AND EPIDEMIOLOGY,"The number of dengue fever incidence and its distribution has increased considerably in recent years in Africa. However, due to inadequate research at the continental level, there is a limited understanding regarding the current and future spatial distribution of the main vector, the mosquitoAedes aegypti, and the associated dengue risk due to climate change. To fill this gap we used reported dengue fever incidences, the presence of Ae. aegypti, and bioclimatic variables in a species distribution model to assess the current and future (2050 and 2070) climatically suitable areas. High temperatures and with high moisture levels are climatically suitable for the distribution of Ae. aegypti related to dengue fever. Under the current climate scenario indicated that 15.2% of the continent is highly suitable for dengue fever outbreaks. We predict that climatically suitable areas for Ae. aegypti related to dengue fever incidences in eastern, central and western part of Africa will increase in the future and will expand further towards higher elevations. Our projections provide evidence for the changing continental threat of vector-borne diseases and can guide public health policy decisions in Africa to better prepare for and respond to future changes in dengue fever risk.",,2000-8686,2020,10.1080/20008686.2020.1782042,yes,yes,yes,Mixed,"Generalized linear model (GLM), Random forest algorithm (RF), Multivariate adaptive regression splines (MARS), Boosted regression trees (BRT), Support vector machine (SVM)",Occurrence,"GBIF, VectorMap",na,753,,not specified,Africa,Regional,Aedes,Aedes aegypti,WorldClim (C),Worldclim,Bio 1-19,"Annual Mean Temperature, Maximum temperature of warmest month, Minimum temperature of coldest month, Annual temperature range, Annual precipitation, Precipitation of Wettest Month, Precipitation of driest month",Variance Inflation Factor (<3),yes,
MOSQUITO SPECIES DISTRIBUTION MODEL,J,Charlotte G. Rhodes; Jose R. Loaiza; Luis Mario Romero; José Manuel Gutiérrez Alvarado; Gabriela Delgado; Obdulio Rojas Salas; Melissa Ramírez Rojas; Carlos Aguilar-Avendaño; Ezequías Maynes; José A. Valerín Cordero; Alonso Soto Mora; Chystrie A. Rigg; Aryana Zardkoohi; Monica Prado; Mariel D. Friberg; Luke R. Bergmann; Rodrigo Marín Rodríguez; Gabriel L. Hamer; Luis Fernando Chaves,,Anopheles albimanus (Diptera: Culicidae) Ensemble Distribution Modeling: Applications for Malaria Elimination,INSECTS,"In the absence of entomological information, tools for predicting Anopheles spp. presence can help evaluate the entomological risk of malaria transmission. Here, we illustrate how species distribution models (SDM) could quantify potential dominant vector species presence in malaria elimination settings. We fitted a 250 m resolution ensemble SDM for Anopheles albimanus Wiedemann. The ensemble SDM included predictions based on seven different algorithms, 110 occurrence records and 70 model projections. SDM covariates included nine environmental variables that were selected based on their importance from an original set of 28 layers that included remotely and spatially interpolated locally measured variables for the land surface of Costa Rica. Goodness of fit for the ensemble SDM was very high, with a minimum AUC of 0.79. We used the resulting ensemble SDM to evaluate differences in habitat suitability (HS) between commercial plantations and surrounding landscapes, finding a higher HS in pineapple and oil palm plantations, suggestive of An. albimanus presence, than in surrounding landscapes. The ensemble SDM suggested a low HS for An. albimanus at the presumed epicenter of malaria transmission during 2018–2019 in Costa Rica, yet this vector was likely present at the two main towns also affected by the epidemic. Our results illustrate how ensemble SDMs in malaria elimination settings can provide information that could help to improve vector surveillance and control.",,2075-4450,2022,10.3390/insects13030221,Yes,Yes,yes,Mixed,"CART, MaxENT, ANN, GBM, RF, MARS,",Occurrence,GBIF and Costa Rica Ministry of Health database,not specified,,Collections made by vector control program of the ministry,not specified,Costa Rica,National,Anopheles,Anopheles albimanus,"MODIS (C, LC), PALSAR (LC), NASA DEM (T), GPWv4 (POP), Costa Rica National Meteorological Institute (C)",MODIS,"Modis EVI, Modis NDVI, MODIS Land Surface Temperature, PALSAR Forest/ Non- Forest, DEM, GPWv4 Population Density, Rainfall, Temperature","Elevation, NDVI, Maximum NDVI, SD of NDVI, Population Density per sq.km, Rainfall, Landscape Roughness, Modis based Temperature Kurtosis, Modis based minimum temperature",Area Under Curve and True Skill Statistic,no,
ANOPHELES SPECIES DISTRIBUTION,J,"Srivastava, A; Nagpal, BN; Saxena, R; Subbarao, SK","Srivastava, A; Nagpal, BN; Saxena, R; Subbarao, SK",Predictive habitat modelling for forest malaria vector species An. dirus in India - A GIS-based approach,CURRENT SCIENCE,"Anopheles dirus is found in deep-forested areas where manual surveys are very difficult because of inaccessibility. Geographic Information System (GIS) and a Boolean operator have been used to map areas where the species is likely to be found. Being a forest-based species, thematic maps of forest cover, altitude, rainfall and temperature were prepared. Overlaying and integration of thematic maps were done using Arc/Info NT and analysis by Arc/view 3.1 (GIS ESRI) software. The results were validated through reported distribution and were found correct. The technique can cover vast and inaccessible areas, fast and easily duplicable in other parts of the world. Once the vector distribution is known, species-specific control measures can be formulated.",,0011-3891,2001,,Yes,yes,yes,Other,Environmental suitability thresholds mapped with Boolean operators,,,not specified,,,not specified,India,National,Anopheles,An. dirus,"Survey of India topo-sheets (C, LC, T), Water Resource Development Atlas of India (C)",20 to 27.5 C,"Forest cover, temperature, altitude, rainfall",not discussed,,no,
AEDES SPECIES DISTRIBUTION MODEL,J,"Kearney, M; Porter, WP; Williams, C; Ritchie, S; Hoffmann, AA","Kearney, Michael; Porter, Warren P.; Williams, Craig; Ritchie, Scott; Hoffmann, Ary A.",Integrating biophysical models and evolutionary theory to predict climatic impacts on species' ranges: the dengue mosquito Aedes aegypti in Australia,FUNCTIONAL ECOLOGY,"Climate change will alter the distribution and abundance of many species, including those of concern to human health. Accurate predictions of these impacts must be based on an understanding of the mechanistic links between climate and organisms, and a consideration of evolutionary responses. Here we use biophysical models of energy and mass transfer to predict climatic impacts on the potential range of the dengue fever vector, Aedes aegypti, in Australia. We develop a first-principles approach to calculate water depth and daily temperature cycles in containers differing in size, catchment and degree of shading to assess habitat suitability for the aquatic life cycle phase. We also develop a method to predict potential climatic impacts on the evolutionary response of traits limiting distribution. Our predictions show strong correspondence with the current and historical distribution and abundance of Ae. aegypti in Australia, suggesting that inland and northern limits are set by water availability and egg desiccation resistance, and southern limits by adult and larval cold tolerance. While we predict that climate change will directly increase habitat suitability throughout much of Australia, the potential indirect impact of changed water storage practices by humans in response to drought may have a greater effect. In northern Australia, we show that evolutionary changes in egg desiccation resistance could potentially increase the chances of establishment in a major centre (Darwin) under climate change. Our study demonstrates how biophysical models of climate-animal interactions can be applied to make decisions about managing biotic responses to climate change. Mechanistic models of the kind we apply here can provide more robust and general predictions than correlative analyses. They can also explicitly incorporate evolutionary responses, the outcomes of which may significantly alter management decisions.","Williams, Craig/0000-0002-4758-1506; Hoffmann, Ary/0000-0001-9497-7645; Kearney, Michael/0000-0002-3349-8744;",0269-8463,2009,10.1111/j.1365-2435.2008.01538.x,yes,yes,yes,Other,nichemapper,Occurrence,container properties,na,,,larvae and eggs,Australia,National,Aedes,Ae. aegypti,"microclimate data loggers (C), DEM (T)",,,"inland and northern limits are set by water availability and egg desiccation resistance, and southern limits by adult and larval cold tolerance",,yes,
AEDES SPECIES DISTRIBUTION MODEL,J,"Schafer, ML; Lundstrom, JO","Schafer, Martina L.; Lundstrom, Jan O.",The present distribution and predicted geographic expansion of the floodwater mosquito Aedes sticticus in Sweden,JOURNAL OF VECTOR ECOLOGY,"The mass emergence of floodwater mosquitoes, in particular Aedes sticticus and Aedes vexans, causes substantial nuisance and reduces life quality for inhabitants of infested areas and can have a negative impact on the socio-economic conditions of a region. We compared the previous, present, and predicted geographic distribution of Ae. sticticus in Sweden. Previous records from the literature until 1990 list the species in three out of 21 Swedish counties. Beginning in 1998, studies show that the present distribution of the species covers 11 counties, with highest abundances in an east-west belt in Central Sweden. Using climate data from the present and predicted climate scenarios, the expected distribution of Ae. sticticus in 2020, 2050, and 2080 could be modelled using GIS. As variables, mean temperatures and cumulative precipitation between May and August and degree slope were chosen. The predicted geographic distribution of Ae. sticticus will continue to increase and include 20 out of 21 Swedish counties. The expected temperature rise will increase the suitable area towards the northern part of Sweden by 2050. Some non-suitable areas can be found along the south-east coast due to insufficient amount of precipitation in 2050 and 2080. Modelling the expected distribution of a species using predicted climate change scenarios provides a valuable tool for risk assessments and early-warning systems that is easily applied to different species and scenarios. Journal of Vector Ecology 34 (1): 141-147. 2009.",,,2009,10.1111/j.1948-7134.2009.00017.x,yes,yes,yes,Other,thresholds,Occurrence,literature review,not specified,32,,not specified,sweden,National,Aedes,Ae. sticticus,"WorldClim (C, T)",mean temperature from May to August,"mean temperature from May to August, cumulative precipitation between may and August, degree slope",did not discuss variable contribution,did not discuss collinearity,yes,did future projections
AEDES SPECIES DISTRIBUTION MODEL,J,"Caminade, C; Medlock, JM; Ducheyne, E; McIntyre, KM; Leach, S; Baylis, M; Morse, AP","Caminade, Cyril; Medlock, Jolyon M.; Ducheyne, Els; McIntyre, K. Marie; Leach, Steve; Baylis, Matthew; Morse, Andrew P.",Suitability of European climate for the Asian tiger mosquito Aedes albopictus: recent trends and future scenarios,JOURNAL OF THE ROYAL SOCIETY INTERFACE,"The Asian tiger mosquito (Aedes albopictus) is an invasive species that has the potential to transmit infectious diseases such as dengue and chikungunya fever. Using high-resolution observations and regional climate model scenarios for the future, we investigated the suitability of Europe for A. albopictus using both recent climate and future climate conditions. The results show that southern France, northern Italy, the northern coast of Spain, the eastern coast of the Adriatic Sea and western Turkey were climatically suitable areas for the establishment of the mosquito during the 1960-1980s. Over the last two decades, climate conditions have become more suitable for the mosquito over central northwestern Europe (Benelux, western Germany) and the Balkans, while they have become less suitable over southern Spain. Similar trends are likely in the future, with an increased risk simulated over northern Europe and slightly decreased risk over southern Europe. These distribution shifts are related to wetter and warmer conditions favouring the overwintering of A. albopictus in the north, and drier and warmer summers that might limit its southward expansion.","Morse, Andrew/0000-0002-0413-2065; Baylis, Matthew/0000-0003-0335-187X; Caminade, Cyril/0000-0002-3846-7082; McIntyre, Kirsty Marie/0000-0003-1360-122X",1742-5689,2012,10.1098/rsif.2012.0138,yes,yes,yes,Other,Multi-criterion decision analysis,Occurrence,ECDC/VBORNET Database,not specified,,,not specified,Europe,Regional,Aedes,Ae. albopictus,ENSEMBLES European project (C),"min and max temperature at daily, monthly resolution, mean temperature","rainfall, temperature, min/max temperature at daily/monthly intervals from EC FP6 ENSEMBLES project",not discussed,no discussion of collinearity,yes,did future projections
ANOPHELES SPECIES DISTRIBUTION,J,"Drake, JM; Beier, JC","Drake, John M.; Beier, John C.",Ecological niche and potential distribution of Anopheles arabiensis in Africa in 2050,MALARIA JOURNAL,"Background: The future distribution of malaria in Africa is likely to be much more dependent on environmental conditions than the current distribution due to the effectiveness of indoor and therapeutic anti-malarial interventions, such as insecticide-treated nets (ITNs), indoor residual spraying for mosquitoes (IRS), artemisinin-combination therapy (ACT), and intermittent presumptive treatment (IPT). Future malaria epidemiology is therefore expected to be increasingly dominated by Anopheles arabiensis, which is the most abundant exophagic mosquito competent to transmit Plasmodium falciparum and exhibits a wide geographic range. Methods: To map the potential distribution of An. arabiensis in Africa, ecological niche models were fit to 20th century collection records. Many common species distribution modelling techniques aim to discriminate species habitat from the background distribution of environments. Since these methods arguably result in unnecessarily large Type I and Type II errors, LOBAG-OC was used to identify the niche boundary using only data on An. arabiensis occurrences. The future distribution of An. arabiensis in Africa was forecasted by projecting the fit model onto maps of simulated climate change following three climate change scenarios. Results: Ecological niche modelling revealed An. arabiensis to be a climate generalist in the sense that it can occur in most of Africa's contemporary environmental range. Under three climate change scenarios, the future distribution of An. arabiensis is expected to be reduced by 48%-61%. Map differences between baseline and projected climate suggest that habitat reductions will be especially extensive in Western and Central Africa; portions of Botswana, Namibia, and Angola in Southern Africa; and portions of Sudan, South Sudan, Somalia, and Kenya in East Africa. The East African Rift Valley and Eastern Coast of Africa are expected to remain habitable. Some modest gains in habitat are predicted at the margins of the current range in South Sudan, South Africa, and Angola. Conclusion: In summary, these results suggest that the future potential distribution of An. arabiensis in Africa is likely to be smaller than the contemporary distribution by approximately half as a result of climate change. Agreement among the three modelling scenarios suggests that this outcome is robust to a wide range of potential climate futures.","Drake, John/0000-0003-4646-1235",,2014,10.1186/1475-2875-13-213,yes,yes,yes,Other,low bias bootstrap aggregation for one class data,Occurrence,Mapping Malaria Risk in Africa data clearinghouse,not specified,"307 total, 246 training, 61 testing",,not specified,Africa,Regional,Anopheles,An. arabiensis,"WorldClim (C), weather station measurements (C)","Bioclim, monthly averages","bioclim variables, average monthly minimum temperature, average monthly maximum temperature, average monthly precipitation, monthly temperature range, log transforms, ecdf transforms","maximum December temperature, minimum September temperature, minimum March temperature, precipitation in November, and annual precipitation",principal components analysis,yes,future models
